SimplifiedName,TraditionalName,PinyinName,EnglishName_1,EnglishName_2,EnglishName_3,EnglishInterpretation,sort_id
补法,補法,[bu fa],tonifying method; tonification,,,,10
病为本，工为 标,病為本，工為 標,"[bing wei ben, gong wei bido]","patient and disease are the root, diagnosis and treatment of doctor are the branch",,,,10
拔毒,拔毒,[ba du],drawing out toxin,,,,10
八法,八法,[bd fa],eight methods,,,,10
安胎,安胎,[an tai],calming fetus; prevent abortion,,,,10
安蛔止痛,安蛔止痛,[an hui zhi tong],quieting ascaris to relieve pain,,,,10
安蛔,安蛔,[an hui],quieting ascaris,,,,10
外治法,外治法,[wài zhì fǎ],external treatment,,,,11
内痔枯痔钉疗法,內痔枯痔釘療法,[nèi zhì kū zhì dīnɡ liáo fǎ],necrotizing insertion therapy for internal hemorrhoids,,,,11
内痔胶圈套扎法,內痔膠圈套紮法,[nèi zhì jiāo quān tào zhā fǎ],rubber band ligation for internal hemorrhoids,,,,11
垫棉法,墊棉法,[diàn mián fǎ],cotton pad drainage,,,,11
滴酒法,滴酒法,[dī jiǔ fǎ],alcohol fire cupping,,,,11
掺药法,摻藥法,[chān yào fǎ],dusting medicinal powder,,,,11
贴棉法,貼棉法,[tiē mián fǎ],cotton-burning cupping,,,,11
割治,割治,[ɡē zhì],incision therapy,,,,11
药熨疗法,藥熨療法,[yào yùn liáo fǎ],hot medicinal compress therapy,,,,11
熨法,熨法,[yùn fǎ],hot medicated compress,,,,11
贴敷疗法,貼敷療法,[tiē fū liáo fǎ],application therapy,,,,11
箍围疗法,箍圍療法,[ɡū wéi liáo fǎ],encircling therapy,,,,11
冲洗法,沖洗法,[chōnɡ xǐ fǎ],irrigation,,,,11
浸渍法,浸漬法,[jìn zì fǎ],maceration,,,,11
缠扎法,纏紮法,[chán zhā fǎ],ligation,,,,11
缠缚疗法,纏縛療法,[chān fù liáo fǎ],bandaging therapy,,,,11
切开法,切開法,[qiē kāi fǎ],incision,,,,11
引流法,引流法,[yǐn liú fǎ],drainage,,,,11
扩创引流法,擴創引流法,[kuò chuànɡ yǐn liú fǎ],debridement and drainage,,,,11
药线引流法,藥線引流法,[yào xiàn yǐn liú fǎ],medicated thread drainage,,,,11
烙法,烙法,[lào fǎ],cauterization,,,,11
砭镰法,砭鐮法,[biān lián fǎ],stone needle therapy,,,,11
劆法,劆法,[lián fǎ],puncturing and scraping method,,,,11
膏药疗法,膏藥療法,[ɡāo yào liáo fǎ],plaster therapy,,,,11
点眼药法,點眼藥法,[diǎn yǎn yào fǎ],putting medicine in eyes,,,,11
挂线法,掛線法,[ɡuà xiàn fǎ],threaded ligation,,,,11
结扎法,結紮法,[jié zhā fǎ],ligation,,,,11
内痔结扎法,內痔結紮法,[nèi zhì jié zhā fǎ],ligation therapy for internal hemorrhoids,,,,11
穴位结扎法,穴位結紮法,[xué wèi jié zhā fǎ],point ligation therapy,,,,11
灌肠法,灌腸法,[ɡuàn chánɡ fǎ],enema,,,,11
针灸,針灸,[zhēn jiǔ],acupuncture and moxibustion,,,,11
手术疗法,手術療法,[shǒu shù liáo fǎ],surgery; surgical therapy,,,,11
熨法,熨法,[yun fa],hot medicated compress,,,,11
引流法,引流法,[yin liu fd],drainage,,,,11
药熨疗法,藥熨療法,[yao yun liao a],hot medicinal compress therapy,,,,11
药线引流法,藥線引流法,[yao xian yin liu fa],medicated thread drainage,,,,11
穴位结扎法,穴位結紮法,[xue wei jie zha fa],point ligation therapy,,,,11
外治法,外治法,[wai zhi fa],external treatment,,,,11
贴燏,貼燏,[tie xie],external application of medicine,,,,11
贴敷疗法,貼敷療法,[tie fu liao f^a],application therapy,,,,11
手术疗法,手術療法,[shou shu lido fa,surgical therapy,,,,11
切开法,切開法,[qie kai fa],incision,,,,11
内痦注射法,內痦注射法,[nei zhi zhu she a],injection therapy for internal hemorrhoids,,,,11
内痦枯痔钉疗 法,內痦枯痔釘療 法,[nei zhi ku zhi ding liao fa],necrotizing insertion therapy for internal hemorrhoids,,,,11
内痦结扎法,內痦結紮法,[nei zhi jie zha fa],ligation therapy for internal hemorrhoids,,,,11
内痦胶圈套扎 法,內痦膠圈套紮 法,[nei zhi jiao quan tao zhd fa],rubber band ligation for internal hemorrhoids,,,,11
烙法,烙法,[lao fa],cauterization,,,,11
扩创引流法,擴創引流法,[kuo chuang yin liu fd],debridement and drainage,,,,11
浸渍法,浸漬法,[jin zi fa],maceration,,,,11
金针拨内障,金針撥內障,[jin zhen bo nei zhang],cataractopiesis with metal needle,,,,11
结扎法,結紮法,[jie zha fa],ligation,,,,11
灌肠法,灌腸法,[guan chang fa],enema,,,,11
挂线法,掛線法,[gua xian fa],threaded ligation,,,,11
箍围疗法,箍圍療法,[gu wei liao fa],encircling therapy,,,,11
钩割法,鉤割法,[gou ge fa],hooking-cutting method,,,,11
割治,割治,[ge zhi],incision therapy,,,,11
膏药疗法,膏藥療法,[gao yao liao fa],plaster therapy,,,,11
垫棉法,墊棉法,[dian mian fa],cotton pad drainage,,,,11
点眼药法,點眼藥法,[dian yan yao fa],putting medicine in eyes,,,,11
滴酒法,滴酒法,[di jiu fd],alcohol fire cupping,,,,11
刺法,刺法,[Mn fd],puncturing and scraping method,,,,11
冲洗法,沖洗法,[chong xi fa],irrigation,,,,11
缠扎法,纏紮法,[chan zha fa],ligation,,,,11
缠缚疗法,纏縛療法,[chan fu liao fa],bandaging therapy,,,,11
掺药法,摻藥法,[chan yao fa],dusting medicinal powder,,,,11
砭镰法,砭鐮法,[bian lidn fd],stone needle therapy,,,,11
白内障针拨术,白內障針撥術,[bai nei zhang zhen bo shu],cataractopiesis with metal needle,,,,11
诊断学,診斷學,,DIAGNOSTICS,,,,12
诊断,診斷,,diagnosis,,,"determination of the nature of a diseased condition; identification of a disease by careful investigation of its symptoms and history; also, the opinion (formally stated) resulting from such investigation",12
诊法,診法,[zhěn fǎ],diagnostic method,,,,13
四诊,四診,[sì zhěn],the four examinations,,,,13
症状,症狀,[zhènɡ zhuànɡ],symptom (more subjective than sign); signs and symptoms,,,,13
体征,體征,[tǐ zhēnɡ],sign (more objective than symptom),,,,13
司外揣内,司外揣內,[sī wài chuǎi nèi],inspecting the exterior to judge the interior; judging the interior from observation of the exterior,,,,13
揆度奇恒,揆度奇恒,[kuí duó qí hénɡ],assessment of the normal and abnormal,,,,13
四诊合参,四診合參,[sì zhěn hé cān],correlation of all four examinations; comprehensive analysis of the four examinations,,,,13
平人,平人,[pínɡ rén],healthy person,,,,13
望诊,望診,,Inspection,,,,13
望诊,望診,,inspection,,,"one of the four diagnostic examinations, including observing the patient's mental state, facial expression, complexion, physical condition, condition of the tongue, secretions and the distribution of superficial venules of the infant's fingers",13
烦躁,煩躁,,agitation,,,"vexation followed by irritability, irascibility, and restlessness",13
染苔,染苔,,stained fur,,,"a tongue coating that is stained, often by food or medicine",13
舌卷,舌卷,,curled tongue,,,"a tongue formed into a curved shape and drawn back, inhibiting speech",13
舌卷囊缩,舌卷囊縮,,curled tongue and retracted testicles,,,"the formation of the tongue into a curl and the withdrawing of the testicles into the body, seen in critical cases",13
舌下络脉,舌下絡脈,,sublingual collateral vessels,,,the vein under the tongue on either side of the frenulum,13
望色,望色,,inspection of the complexion,,,"observation of the patient's skin color, particularly the color of the face",13
面色,面色,,(facial) complexion,,,color and luster of the face,13
面色淡白,面色淡白,,pale white complexion,,,"a colorless complexion, often indicating blood deficiency or profuse loss of blood",13
面色苍白,面色蒼白,,pale complexion,,,"a white complexion with a hint of blue or gray, a complexion often caused by yang collapse or exuberance of cold",13
面色晄白,面色晄白,,bright pale complexion,,,"a white complexion with puffiness, often seen in cases of yang deficiency",13
面黑,面黑,,darkish complexion,,,"dark discoloration of the face, often occurring in kidney deficiency, cold pattern/syndrome, water retention or blood stasis",13
面红,面紅,,reddened complexion,,,"a complexion redder than normal, indicating the presence of heat",13
面靑,面靑,,bluish complexion,,,"bluish discoloration of the face, often occurring in cold pattern/syndrome, pains, qi stagnation, blood stasis or convulsions",13
面黄,面黃,,yellow complexion,,,"yellow discoloration of the face, generally suggesting spleen deficiency or accumulation of dampness that causes dysfunction of the spleen",13
望神,望神,,inspection of the vitality,,,"inspection of the state and vitality, especially mental and physical activities such as consciousness, thinking, facial expression, speech, and response to external stimuli",13
面色萎黄,面色萎黃,,sallow complexion,,,"yellowish withered complexion, which usually occurs in cases of spleen qi deficiency",13
面浮,面浮,,puffy face,,,"a soft swollen face, usually indicating a deficiency condition",13
主色,主色,,governing complexion,,,normal natural color of the skin,13
客色,客色,,visiting complexion,,,a normal complexion influenced by a change of climate,13
病色,病色,,morbid complexion,,,abnormal color of the face caused by disease,13
善色,善色,,benign complexion,,,"bright and lustrous complexion indicating a favorable prognosis, also the same as healthy complexion",13
恶色,惡色,,malign complexion,,,"dark and gloomy complexion indicating an unfavorable prognosis, also the same as unhealthy complexion",13
眞脏色,眞臟色,,true visceral color,,,color reflected in the face indicating exhaustion of the genuine qi of internal organs,13
月付肿,月付腫,,pitting edema,,,"edema associated with pitting of the skin, which resolves only slowly, usually occurring on the instep",13
肌肤甲错,肌膚甲錯,,encrusted skin,,,"dried, roughened and scaling skin, indicating chronic blood stasis",13
得神,得神,,presence of vitality,,,"the general state marked by high spirit and mental and physical exuberance with prompt and appropriate responses, indicating that the healthy qi is not damaged and improvement from a pathological condition can be expected",13
抽搐；瘛瘲,抽搐；瘛瘲,,convulsions,,,"sudden, violent uncontrollable movements of the limbs caused by contraction of muscles",13
便血；圊血,便血；圊血,,bloody stool,,,"loss of blood through anus, with stool",13
远血,遠血,,distal bleeding,,,"bleeding far from the anus, generally referring to bleeding from upper digestive tract",13
近血,近血,,proximal bleeding,,,"passing fresh blood before or during defecation, indicating anal or rectal hemorrhage",13
望指纹,望指紋,,inspection of finger venules,,,"a diagnostic method for infants, based on observation of the superficial venules on the palmar side of the index finger",13
三关,三關,,three bars,,,"a collective term for the three segments of the index finger used for measuring the extension of the visible venules, i.e., wind bar , qi bar and life bar , also known as three gates",13
风关,風關,,wind bar,,,"the proximal segment of the index finger in the inspection of venules, also known as wind gate",13
气关,氣關,,qi bar,,,"the middle segment of the index finger in the inspection of venules, also known as qi gate",13
命关,命關,,life bar,,,"the distal segment of the index finger in the inspection of venules, also known as life gate",13
舌诊,舌診,,tongue diagnosis,,,"inspection of the size, shape, color and moisture of the tongue proper and its coating",13
失神,失神,,loss of vitality,,,"the general state marked by indifference, low spirit and impaired mental and physical functions with sluggish and inappropriate responses, indicating the existence of a serious pathological condition",13
望舌,望舌,,inspection of the tongue,,,examination of the tongue body and its coating,13
舌象,舌象,,tongue manifestation,,,"changes in the appearance of the tongue, relating to changes in the color and form of the tongue body and its coating",13
舌尖,舌尖,,tip of the tongue,,,the anterior end of the tongue,13
舌边,舌邊,,margins of the tongue,,,the lateral borders of the tongue,13
舌中；舌心,舌中；舌心,,center of the tongue,,,the central part of the tongue,13
舌根；舌本,舌根；舌本,,root of the tongue,,,the part of the tongue that is attached basally to the bone,13
舌体；舌质,舌體；舌質,,tongue body,,,"the musculature and vascular tissue of the tongue, also referring to tongue substance",13
舌色,舌色,,tongue color,,,"color of the tongue body, which reflects the condition of qi, blood and the visceral organs",13
舌神,舌神,,tongue spirit,,,the general vitality of the tongue manifest in its luxuriance or witheredness,13
荣枯老嫩,榮枯老嫩,,"luxuriant, withered, tough and tender-soft",,,"a luxuriant tongue is moistened and fresh red in color; a withered tongue is dull, dark, dry and shriveled; a tough tongue is firm with rough texture; a tender-soft tongue is delicate with fine texture",13
少神,少神,,lack of vitality,,,"the general state marked by indifference, listlessness and low spirit",13
淡白舌,淡白舌,,pale tongue,,,"a tongue less red than normal, indicating qi and blood deficiency or presence of deficiency-cold",13
淡红舌,淡紅舌,,pale red tongue,,,a tongue of normal color,13
红舌,紅舌,,red tongue,,,"a tongue redder than normal, indicating presence of heat",13
靑舌,靑舌,,blue tongue,,,"a tongue of bluish color, indicating congealing cold and static blood",13
紫舌,紫舌,,purple tongue,,,"a tongue purple in color, indicating stagnant circulation of qi and blood",13
靑紫舌,靑紫舌,,bluish purple tongue,,,"a cyanotic tongue, indicating blood stasis or heat toxin in the nutrient-blood",13
绛舌,絳舌,,crimson tongue,,,"a tongue deep red in color, indicating intense heat",13
胖大舌,胖大舌,,enlarged tongue,,,"a tongue that is larger than normal, pale in color and delicate, usually bearing dental indentations on the margin",13
肿胀舌,腫脹舌,,swollen tongue,,,a large and bulging tongue that makes the mouth full or difficult to open,13
瘦薄舌,瘦薄舌,,thin tongue,,,a tongue thinner than normal,13
假神,假神,,false vitality,,,"transient improvement in spirit in a critical case, often indicating approaching death",13
点刺舌,點刺舌,,spotted tongue,,,"a tongue with red, white or black spots as well as thorn-like protrusions on its surface",13
芒刺舌,芒刺舌,,prickly tongue,,,a tongue with thorn-like protrusions on its surface,13
齿痕舌,齒痕舌,,teeth-marked tongue,,,a tongue with dental indentations on its margin,13
裂纹舌,裂紋舌,,fissured tongue,,,a tongue with fissures on its surface,13
光剥舌,光剝舌,,peeled tongue,,,"a tongue that has lost its normal coating, giving the appearance of having been peeled",13
镜面舌,鏡面舌,,mirror tongue,,,"a completely smooth tongue free of coating, like a mirror",13
地图舌,地圖舌,,geographical tongue,,,"a tongue with irregular shedding of the coating and distinct demarcation between the shed and unshed areas, looking like a map",13
舌衄,舌衄,,spontaneous bleeding of the tongue,,,bleeding from the tongue not due to traumatic injury,13
强硬舌,強硬舌,,stiff tongue,,,"a tongue that is stiff, moves sluggishly, and inhibits speech",13
痿软舌,痿軟舌,,limp wilting tongue,,,a tongue that is flabby and cannot move easily,13
昏蒙,昏蒙,,mental confusion,,,"clouding of consciousness with sleepiness, but responsive to calling",13
颤动舌,顫動舌,,trembling tongue,,,a tongue that involuntarily trembles as it moves,13
歪斜舌,歪斜舌,,deviated tongue,,,a tongue that inclines to one side when extended,13
短缩舌,短縮舌,,contracted tongue,,,a tongue that cannot be fully extended from the mouth and appears to be contracted,13
吐弄舌,吐弄舌,,protruded agitated tongue,,,"a pathological condition in which the tongue hangs out of the mouth and moves in a circular motion whereby the tip is extended from and retracted back into the mouth, or licks the lips",13
舌纵,舌縱,,protracted tongue,,,a tongue that is habitually extended out of the mouth and cannot be retracted,13
舌干,舌乾,,dry tongue,,,a tongue lacking moisture and rough to the touch,13
麻痹舌,麻痹舌,,paralyzed tongue,,,a numb tongue unable to move,13
舌态,舌態,,motility of the tongue,,,the ability of the tongue to move spontaneously,13
舌形,舌形,,form of the tongue,,,"referring to the shape, luxuriance and witheredness, toughness and softness, thinness and swelling, spots, fissures, and dental indentations",13
